山东联通,#genre#
单县综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001079/index.m3u8
博兴综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001102/index.m3u8
商河综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001008/index.m3u8
嘉祥新闻综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001016/index.m3u8
夏津公共,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001070/index.m3u8
夏津综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001069/index.m3u8
宁津新闻综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001003/index.m3u8
定陶1,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001063/index.m3u8
巨野新闻,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001046/index.m3u8
平原综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001064/index.m3u8
广饶综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001043/index.m3u8
微山综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001078/index.m3u8
德州新闻综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000206/index.m3u8
德州经济生活,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000207/index.m3u8
新泰乡村,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001066/index.m3u8
新泰综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001029/index.m3u8
无棣综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001024/index.m3u8
曲阜新闻综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001052/index.m3u8
梁山综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001075/index.m3u8
武城综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001059/index.m3u8
武城综艺影视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001060/index.m3u8
沂南温泉旅游,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001097/index.m3u8
沂南综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001096/index.m3u8
沂水综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001098/index.m3u8
沂水生活,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001099/index.m3u8
济宁综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000240/index.m3u8
济宁高新,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001101/index.m3u8
淄博影视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001037/index.m3u8
淄博新闻综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000292/index.m3u8
禹城综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001061/index.m3u8
禹城综艺,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001062/index.m3u8
肥城综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001039/index.m3u8
茌平综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001048/index.m3u8
邹城综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001038/index.m3u8
邹平综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001058/index.m3u8
金乡综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001034/index.m3u8
陵城综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001082/index.m3u8
齐河综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001056/index.m3u8
LY1,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001104/index.m3u8
济南娱乐,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000065/index.m3u8
济南少儿,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000067/index.m3u8
济南文旅体育,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000064/index.m3u8
济南新闻综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000061/index.m3u8
济南生活,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000063/index.m3u8
济南都市,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000062/index.m3u8
济南鲁中,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000244/index.m3u8
东明新闻综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001065/index.m3u8
东营公共,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000227/index.m3u8
东营新闻综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000226/index.m3u8
临沂公共,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000256/index.m3u8
临沂经济,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000121/index.m3u8
临沭综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001094/index.m3u8
冠县综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001040/index.m3u8
宁阳1,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001071/index.m3u8
宁阳2,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001072/index.m3u8
平阴综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001050/index.m3u8
枣庄新闻综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001025/index.m3u8
枣庄经济生活,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001026/index.m3u8
桓台综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001020/index.m3u8
沂源综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001002/index.m3u8
沾化综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001035/index.m3u8
泗水新闻综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001081/index.m3u8
泰安经济生活,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000270/index.m3u8
泰安综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000269/index.m3u8
济宁公共,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000241/index.m3u8
济宁生活,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000239/index.m3u8
济阳综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001030/index.m3u8
淄博影视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000295/index.m3u8
淄博文旅,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000293/index.m3u8
淄博民生,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000294/index.m3u8
滕州综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001028/index.m3u8
滨州新闻综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000220/index.m3u8
滨州民生,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000221/index.m3u8
章丘综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001073/index.m3u8
聊城公共,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000251/index.m3u8
聊城综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000250/index.m3u8
莒南综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001011/index.m3u8
菏泽新闻综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000232/index.m3u8
菏泽经济生活,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000234/index.m3u8
蒙阴综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001031/index.m3u8
郓城新闻,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001041/index.m3u8
鄄城综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001084/index.m3u8
长清综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001018/index.m3u8
阳信新闻综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001036/index.m3u8
高青综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001023/index.m3u8

临朐新闻综合,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001085/index.m3u8
乳山,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001049/index.m3u8
即墨新闻综合,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001080/index.m3u8
安丘新闻综合,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001015/index.m3u8
寿光蔬菜,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001045/index.m3u8
岚山,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001044/index.m3u8
崂山,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001022/index.m3u8
德州公共,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000207/index.m3u8
昌乐新闻综合,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001033/index.m3u8
昌邑新闻综合,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001083/index.m3u8
海阳综合,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001091/index.m3u8
海阳综艺,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001092/index.m3u8
潍坊影视综合,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000217/index.m3u8
潍坊科教文旅,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000218/index.m3u8
烟台影视,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000283/index.m3u8
烟台新闻综合,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000280/index.m3u8
烟台经济科技,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000282/index.m3u8
胶州新闻,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001074/index.m3u8
荣成综合,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001053/index.m3u8
莱西综合,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001067/index.m3u8
蓬莱新闻,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001088/index.m3u8
长岛综合,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001090/index.m3u8
青州文化旅游,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001057/index.m3u8
青州综合,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001042/index.m3u8
高密新闻综合,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001089/index.m3u8
黄岛新闻,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001086/index.m3u8
黄岛生活,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001087/index.m3u8
五莲新闻综合,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001068/index.m3u8
奎文,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001027/index.m3u8
威海公共,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000275/index.m3u8
威海新闻综合,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000274/index.m3u8
寿光新闻,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001000/index.m3u8
平度新闻综合,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001054/index.m3u8
文登1,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001017/index.m3u8
新泰新闻综合,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001029/index.m3u8
日照公共,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001100/index.m3u8
日照新闻综合,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000262/index.m3u8
日照科技生活,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000263/index.m3u8
栖霞综合,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001055/index.m3u8
潍坊新闻,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000215/index.m3u8
潍坊经济,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000216/index.m3u8
烟台公共,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000281/index.m3u8
牟平新闻,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001076/index.m3u8
牟平生活,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001077/index.m3u8
莒县1,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001014/index.m3u8
诸城新闻综合,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001004/index.m3u8
青岛1,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000500/index.m3u8
青岛2,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000501/index.m3u8
青岛3,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000502/index.m3u8
青岛4,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000503/index.m3u8
青岛5,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000504/index.m3u8
青岛6,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000505/index.m3u8

济南文旅,http://39.136.48.18:8089/PLTV/88888888/224/3221226067/index.m3u8

北京卫视,http://39.136.48.18:8089/PLTV/88888888/224/3221226146/index.m3u8
黑龙江卫视,http://39.136.48.18:8089/PLTV/88888888/224/3221226148/index.m3u8
CETV4,http://39.136.48.18:8089/PLTV/88888888/224/3221226199/index.m3u8
江苏卫视,http://39.136.48.18:8089/PLTV/88888888/224/3221226211/index.m3u8
广东卫视,http://39.136.48.18:8089/PLTV/88888888/224/3221226213/index.m3u8
中国交通,http://39.136.48.18:8089/PLTV/88888888/224/3221226295/index.m3u8
章丘综合,http://39.136.48.18:8089/PLTV/88888888/224/3221226297/index.m3u8
CGTN,http://39.136.48.18:8089/PLTV/88888888/224/3221226324/index.m3u8
四川卫视,http://39.136.48.18:8089/PLTV/88888888/224/3221226327/index.m3u8

湖南卫视,http://39.136.48.19:8089/PLTV/88888888/224/3221225767/index.m3u8
安徽卫视,http://39.136.48.19:8089/PLTV/88888888/224/3221225775/index.m3u8
贵州卫视,http://39.136.48.19:8089/PLTV/88888888/224/3221225777/index.m3u8
河北卫视,http://39.136.48.19:8089/PLTV/88888888/224/3221225779/index.m3u8

辽宁卫视,http://39.136.48.19:8089/PLTV/88888888/224/3221225789/index.m3u8
山东文旅,http://39.136.48.19:8089/PLTV/88888888/224/3221225802/index.m3u8
湖南卫视,http://39.136.48.19:8089/PLTV/88888888/224/3221225824/index.m3u8
山东生活,http://39.136.48.19:8089/PLTV/88888888/224/3221225841/index.m3u8

山东综艺,http://39.136.48.19:8089/PLTV/88888888/224/3221225855/index.m3u8
西藏卫视,http://39.136.48.19:8089/PLTV/88888888/224/3221225857/index.m3u8
CCTV1,http://39.136.48.19:8089/PLTV/88888888/224/3221225859/index.m3u8

长青综合,http://39.136.48.19:8089/PLTV/88888888/224/3221225865/index.m3u8
宁夏卫视,http://39.136.48.19:8089/PLTV/88888888/224/3221225866/index.m3u8
山东齐鲁,http://39.136.48.19:8089/PLTV/88888888/224/3221225868/index.m3u8


金鹰卡通,http://39.136.48.19:8089/PLTV/88888888/224/3221225947/index.m3u8

重庆卫视,http://39.136.48.19:8089/PLTV/88888888/224/3221225952/index.m3u8
山西卫视,http://39.136.48.19:8089/PLTV/88888888/224/3221225954/index.m3u8
青海卫视,http://39.136.48.19:8089/PLTV/88888888/224/3221225958/index.m3u8
山东农科,http://39.136.48.19:8089/PLTV/88888888/224/3221226018/index.m3u8
济南都市,http://39.136.48.19:8089/PLTV/88888888/224/3221226029/index.m3u8

山东体育,http://39.136.48.19:8089/PLTV/88888888/224/3221226075/index.m3u8
山东卫视,http://39.136.48.19:8089/PLTV/88888888/224/3221226144/index.m3u8
北京卫视,http://39.136.48.19:8089/PLTV/88888888/224/3221226146/index.m3u8
黑龙江卫视,http://39.136.48.19:8089/PLTV/88888888/224/3221226148/index.m3u8
CETV4,http://39.136.48.19:8089/PLTV/88888888/224/3221226199/index.m3u8
江苏卫视,http://39.136.48.19:8089/PLTV/88888888/224/3221226211/index.m3u8
广东卫视,http://39.136.48.19:8089/PLTV/88888888/224/3221226213/index.m3u8
中国交通,http://39.136.48.19:8089/PLTV/88888888/224/3221226295/index.m3u8
章丘综合,http://39.136.48.19:8089/PLTV/88888888/224/3221226297/index.m3u8
CGTN,http://39.136.48.19:8089/PLTV/88888888/224/3221226324/index.m3u8
四川卫视,http://39.136.48.19:8089/PLTV/88888888/224/3221226327/index.m3u8

湖南卫视,http://39.136.48.20:8089/PLTV/88888888/224/3221225767/index.m3u8
湖北卫视,http://39.136.48.20:8089/PLTV/88888888/224/3221225769/index.m3u8
安徽卫视,http://39.136.48.20:8089/PLTV/88888888/224/3221225775/index.m3u8
贵州卫视,http://39.136.48.20:8089/PLTV/88888888/224/3221225777/index.m3u8
河北卫视,http://39.136.48.20:8089/PLTV/88888888/224/3221225779/index.m3u8

辽宁卫视,http://39.136.48.20:8089/PLTV/88888888/224/3221225789/index.m3u8
山东文旅,http://39.136.48.20:8089/PLTV/88888888/224/3221225802/index.m3u8
山东生活,http://39.136.48.20:8089/PLTV/88888888/224/3221225841/index.m3u8
Unknown_9045,http://39.136.48.20:8089/PLTV/88888888/224/3221225844/index.m3u8
山东综艺,http://39.136.48.20:8089/PLTV/88888888/224/3221225855/index.m3u8

山东农科,http://39.136.48.20:8089/PLTV/88888888/224/3221226018/index.m3u8
山东教育,http://39.136.48.20:8089/PLTV/88888888/224/3221226049/index.m3u8
体育休闲,http://39.136.48.20:8089/PLTV/88888888/224/3221226075/index.m3u8
山东新闻,http://39.136.48.20:8089/PLTV/88888888/224/3221226077/index.m3u8
山东卫视,http://39.136.48.20:8089/PLTV/88888888/224/3221226144/index.m3u8
北京卫视,http://39.136.48.20:8089/PLTV/88888888/224/3221226146/index.m3u8
黑龙江卫视,http://39.136.48.20:8089/PLTV/88888888/224/3221226148/index.m3u8
深圳卫视,http://39.136.48.20:8089/PLTV/88888888/224/3221226150/index.m3u8
CETV4,http://39.136.48.20:8089/PLTV/88888888/224/3221226199/index.m3u8
江苏卫视,http://39.136.48.20:8089/PLTV/88888888/224/3221226211/index.m3u8
广东卫视,http://39.136.48.20:8089/PLTV/88888888/224/3221226213/index.m3u8
江西卫视,http://39.136.48.20:8089/PLTV/88888888/224/3221226312/index.m3u8

山东卫视,http://39.136.48.20:8089/PLTV/88888888/224/3221226497/index.m3u8
都市剧场,http://39.136.48.20:8089/PLTV/88888888/224/3221226519/index.m3u8

湖南卫视,http://39.136.48.22:8089/PLTV/88888888/224/3221225767/index.m3u8
湖北卫视,http://39.136.48.22:8089/PLTV/88888888/224/3221225769/index.m3u8
河北卫视,http://39.136.48.22:8089/PLTV/88888888/224/3221225779/index.m3u8

辽宁卫视,http://39.136.48.22:8089/PLTV/88888888/224/3221225789/index.m3u8
山东文旅,http://39.136.48.22:8089/PLTV/88888888/224/3221225802/index.m3u8
湖南卫视,http://39.136.48.22:8089/PLTV/88888888/224/3221225824/index.m3u8
山东生活,http://39.136.48.22:8089/PLTV/88888888/224/3221225841/index.m3u8
北京卫视,http://39.136.48.22:8089/PLTV/88888888/224/3221225848/index.m3u8
山东综艺,http://39.136.48.22:8089/PLTV/88888888/224/3221225855/index.m3u8
西藏卫视,http://39.136.48.22:8089/PLTV/88888888/224/3221225857/index.m3u8


山东农科,http://39.136.48.22:8089/PLTV/88888888/224/3221226018/index.m3u8
贵州卫视,http://39.136.48.22:8089/PLTV/88888888/224/3221226025/index.m3u8
山东教育,http://39.136.48.22:8089/PLTV/88888888/224/3221226049/index.m3u8
山东文旅,http://39.136.48.25:8089/PLTV/88888888/224/3221225802/index.m3u8
山东生活,http://39.136.48.25:8089/PLTV/88888888/224/3221225841/index.m3u8

山东综艺,http://39.136.48.25:8089/PLTV/88888888/224/3221225855/index.m3u8

宁夏卫视,http://39.136.48.25:8089/PLTV/88888888/224/3221225866/index.m3u8
山东齐鲁,http://39.136.48.25:8089/PLTV/88888888/224/3221225868/index.m3u8
海南卫视,http://39.136.48.25:8089/PLTV/88888888/224/3221225872/index.m3u8
